filename,duration,non_silence_ratio,mean_p_ns,max_p_ns,transition_count,y_true,ac,alarm,am,arriving,blue,boiler,brightness,climate,close,control,cool,curtain,decrease,dim,fan,green,heat,heating,home,house,i,increase,leaving,light,lighting,mode,movie,multimedia,music,no,off,on,open,party,red,relax,room,shutter,sleep,sport,television,temperature,the,time,turn,tv,work,workout,yes,tfidf_ac,tfidf_alarm,tfidf_am,tfidf_arriving,tfidf_blue,tfidf_boiler,tfidf_brightness,tfidf_climate,tfidf_close,tfidf_control,tfidf_cool,tfidf_curtain,tfidf_decrease,tfidf_dim,tfidf_fan,tfidf_green,tfidf_heat,tfidf_heating,tfidf_home,tfidf_house,tfidf_i,tfidf_increase,tfidf_leaving,tfidf_light,tfidf_lighting,tfidf_mode,tfidf_movie,tfidf_multimedia,tfidf_music,tfidf_no,tfidf_off,tfidf_on,tfidf_open,tfidf_party,tfidf_red,tfidf_relax,tfidf_room,tfidf_shutter,tfidf_sleep,tfidf_sport,tfidf_television,tfidf_temperature,tfidf_the,tfidf_time,tfidf_turn,tfidf_tv,tfidf_work,tfidf_workout,tfidf_yes
EN_201805074_001_1.wav,3.4,0.14285714285714285,0.128,0.14,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4899712208043954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586009503532772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48544802646077145,0.0,0.46068795800759554,0.0,0.0,0.0,0.0
EN_201805074_002_2.wav,3.6,0.13513513513513514,0.128,0.14,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914479116443382,0.0,0.0,0.0,0.0,0.0,0.0,0.5548711124079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4869110851538229,0.0,0.4620763940192962,0.0,0.0,0.0,0.0
EN_201805074_003_3.wav,3.7,0.13157894736842105,0.09,0.1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914479116443382,0.0,0.0,0.0,0.0,0.0,0.0,0.5548711124079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4869110851538229,0.0,0.4620763940192962,0.0,0.0,0.0,0.0
EN_201805074_004_4.wav,3.7,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN_201805074_005_5.wav,3.7,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN_201805074_006_6.wav,4.1,0.14285714285714285,0.09666666666666666,0.11,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914479116443382,0.0,0.0,0.0,0.0,0.0,0.0,0.5548711124079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48691108515382286,0.0,0.4620763940192961,0.0,0.0,0.0,0.0
EN_201805074_007_7.wav,3.7,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN_201805074_008_8.wav,3.9,0.2,0.1025,0.13,5,8,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.10979755831560803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4236768366375295,0.0,0.0,0.0,0.0,0.0,0.0,0.06833627505186939,0.48302078477151045,0.0,0.0,0.5906052851363441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11993304065327041,0.0,0.45526362934477327,0.0,0.0,0.0,0.0
EN_201805074_009_9.wav,3.9,0.1,0.07,0.09,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49595897350456264,0.0,0.0,0.0,0.0,0.0,0.0,0.5599643437621414,0.0,0.0,0.0,0.40329715155286616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24569025145807108,0.0,0.4663178510449168,0.0,0.0,0.0,0.0
EN_201805074_010_10.wav,3.8,0.10256410256410256,0.07750000000000001,0.09,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947402331413238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453830972191283,0.0,0.0,0.0,0.0,0.0,0.0,0.4618251273516838,0.1554435768253217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40526127398171735,0.0,0.5127881286114186,0.0,0.0,0.0,0.0
